*
* No part of this file can be released without the consent of SMIC.
*
*This file contains the interconnect capacitance of parallel lines above a bottom plate.
*Three corners are provided : Typical, Fast and Slow.
***********************************************************
*****  SMIC Interconnect Capacitance Table     ************
***********************************************************

Process: 	65nm Mixed Signal Low Leakage 1P10M(1P9M, 1P8M, 1P7M, 1P6M) Salicide, Triple Voltage (1.2V/1.8/2.5V)
Version: 	1.0
Date: 		2009-09-31
Corner:  	Typical
Structure: 	Structure-1 (Parallel lines above a bottom plate)
(Please refer to SMIC SPICE document for the definition of each capacitance)


***********************
* Layers:	M1-AA *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.110	1.990	6.42E-02	4.65E-02	3.50E-03	7.09E-03	2.15E-02
0.110	2.490	6.34E-02	5.00E-02	3.50E-03	5.25E-03	2.32E-02
0.110	2.990	6.30E-02	5.23E-02	3.50E-03	4.13E-03	2.44E-02
0.110	3.990	6.27E-02	5.53E-02	3.50E-03	2.73E-03	2.59E-02
0.110	4.990	6.26E-02	5.71E-02	3.50E-03	1.99E-03	2.68E-02
0.110	6.990	6.25E-02	5.87E-02	3.50E-03	1.37E-03	2.76E-02
0.110	9.990	6.25E-02	6.00E-02	3.50E-03	9.56E-04	2.82E-02
------	-------	--------	--------	--------	--------	--------

******************************************
* Layers:	M2-POLY (on FIELD OXIDE) *
******************************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.110	0.070	2.86E-01	1.42E-02	5.68E-03	1.29E-01	4.28E-03
0.110	0.090	2.38E-01	1.53E-02	5.68E-03	1.05E-01	4.81E-03
0.110	0.110	2.06E-01	1.63E-02	5.68E-03	8.87E-02	5.30E-03
0.110	0.130	1.84E-01	1.73E-02	5.68E-03	7.74E-02	5.82E-03
0.110	0.150	1.68E-01	1.83E-02	5.68E-03	6.89E-02	6.33E-03
0.110	0.190	1.45E-01	2.03E-02	5.68E-03	5.69E-02	7.31E-03
0.110	0.240	1.27E-01	2.27E-02	5.68E-03	4.70E-02	8.49E-03
0.110	0.290	1.15E-01	2.48E-02	5.68E-03	4.02E-02	9.58E-03
0.110	0.390	1.00E-01	2.90E-02	5.68E-03	3.14E-02	1.17E-02
0.110	0.490	9.15E-02	3.29E-02	5.68E-03	2.57E-02	1.36E-02
0.110	0.590	8.62E-02	3.65E-02	5.68E-03	2.16E-02	1.54E-02
0.110	0.790	7.99E-02	4.23E-02	5.68E-03	1.60E-02	1.83E-02
0.110	0.990	7.68E-02	4.71E-02	5.68E-03	1.25E-02	2.07E-02
0.110	1.190	7.50E-02	5.10E-02	5.68E-03	1.00E-02	2.26E-02
0.110	1.390	7.39E-02	5.39E-02	5.68E-03	8.24E-03	2.41E-02
0.110	1.590	7.33E-02	5.63E-02	5.68E-03	6.85E-03	2.53E-02
0.110	1.790	7.29E-02	5.83E-02	5.68E-03	5.80E-03	2.63E-02
0.110	1.990	7.26E-02	5.99E-02	5.68E-03	4.98E-03	2.71E-02
0.110	2.490	7.22E-02	6.29E-02	5.68E-03	3.56E-03	2.86E-02
0.110	2.990	7.20E-02	6.49E-02	5.68E-03	2.70E-03	2.96E-02
0.110	3.990	7.19E-02	6.70E-02	5.68E-03	1.76E-03	3.06E-02
0.110	4.990	7.19E-02	6.79E-02	5.68E-03	1.40E-03	3.11E-02
0.110	6.990	7.18E-02	6.91E-02	5.68E-03	9.81E-04	3.17E-02
0.110	9.990	7.18E-02	6.99E-02	5.68E-03	7.30E-04	3.21E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M2-M1 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.110	0.070	2.96E-01	4.28E-02	2.39E-02	1.23E-01	9.48E-03
0.110	0.090	2.50E-01	4.65E-02	2.39E-02	9.77E-02	1.13E-02
0.110	0.110	2.20E-01	4.99E-02	2.39E-02	8.13E-02	1.30E-02
0.110	0.130	1.99E-01	5.31E-02	2.39E-02	6.95E-02	1.46E-02
0.110	0.150	1.85E-01	5.62E-02	2.39E-02	6.06E-02	1.62E-02
0.110	0.190	1.65E-01	6.17E-02	2.39E-02	4.81E-02	1.89E-02
0.110	0.240	1.50E-01	6.77E-02	2.39E-02	3.79E-02	2.19E-02
0.110	0.290	1.41E-01	7.31E-02	2.39E-02	3.10E-02	2.46E-02
0.110	0.390	1.31E-01	8.16E-02	2.39E-02	2.21E-02	2.89E-02
0.110	0.490	1.27E-01	8.82E-02	2.39E-02	1.67E-02	3.22E-02
0.110	0.590	1.24E-01	9.31E-02	2.39E-02	1.31E-02	3.46E-02
0.110	0.790	1.22E-01	1.00E-01	2.39E-02	8.77E-03	3.83E-02
0.110	0.990	1.21E-01	1.05E-01	2.39E-02	6.29E-03	4.06E-02
0.110	1.190	1.20E-01	1.08E-01	2.39E-02	4.74E-03	4.22E-02
0.110	1.390	1.20E-01	1.10E-01	2.39E-02	3.72E-03	4.33E-02
0.110	1.590	1.20E-01	1.12E-01	2.39E-02	3.01E-03	4.41E-02
0.110	1.790	1.20E-01	1.13E-01	2.39E-02	2.49E-03	4.46E-02
0.110	1.990	1.20E-01	1.14E-01	2.39E-02	2.20E-03	4.50E-02
0.110	2.490	1.20E-01	1.15E-01	2.39E-02	1.60E-03	4.57E-02
0.110	2.990	1.20E-01	1.16E-01	2.39E-02	1.28E-03	4.61E-02
0.110	3.990	1.20E-01	1.17E-01	2.39E-02	9.48E-04	4.66E-02
0.110	4.990	1.20E-01	1.17E-01	2.39E-02	7.76E-04	4.68E-02
0.110	6.990	1.20E-01	1.18E-01	2.39E-02	6.19E-04	4.71E-02
0.110	9.990	1.20E-01	1.18E-01	2.39E-02	5.66E-04	4.72E-02
------	-------	--------	--------	--------	--------	--------

********************************
* Layers:	M3-FIELD_OXIDE *
********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.110	0.070	2.86E-01	9.01E-03	2.44E-03	1.30E-01	3.29E-03
0.110	0.090	2.37E-01	9.60E-03	2.44E-03	1.06E-01	3.58E-03
0.110	0.110	2.05E-01	1.01E-02	2.44E-03	8.99E-02	3.84E-03
0.110	0.130	1.83E-01	1.06E-02	2.44E-03	7.87E-02	4.09E-03
0.110	0.150	1.66E-01	1.11E-02	2.44E-03	7.03E-02	4.34E-03
0.110	0.190	1.43E-01	1.21E-02	2.44E-03	5.85E-02	4.82E-03
0.110	0.240	1.24E-01	1.32E-02	2.44E-03	4.90E-02	5.39E-03
0.110	0.290	1.12E-01	1.43E-02	2.44E-03	4.25E-02	5.94E-03
0.110	0.390	9.60E-02	1.64E-02	2.44E-03	3.41E-02	6.99E-03
0.110	0.490	8.65E-02	1.84E-02	2.44E-03	2.89E-02	7.99E-03
0.110	0.590	8.01E-02	2.02E-02	2.44E-03	2.51E-02	8.90E-03
0.110	0.790	7.20E-02	2.37E-02	2.44E-03	2.01E-02	1.06E-02
0.110	0.990	6.74E-02	2.67E-02	2.44E-03	1.67E-02	1.22E-02
0.110	1.190	6.43E-02	2.94E-02	2.44E-03	1.43E-02	1.35E-02
0.110	1.390	6.23E-02	3.19E-02	2.44E-03	1.24E-02	1.47E-02
0.110	1.590	6.08E-02	3.39E-02	2.44E-03	1.09E-02	1.57E-02
0.110	1.790	5.98E-02	3.58E-02	2.44E-03	9.61E-03	1.67E-02
0.110	1.990	5.90E-02	3.75E-02	2.44E-03	8.57E-03	1.76E-02
0.110	2.490	5.78E-02	4.10E-02	2.44E-03	6.62E-03	1.93E-02
0.110	2.990	5.72E-02	4.35E-02	2.44E-03	5.25E-03	2.05E-02
0.110	3.990	5.66E-02	4.69E-02	2.44E-03	3.67E-03	2.22E-02
0.110	4.990	5.64E-02	4.90E-02	2.44E-03	2.72E-03	2.33E-02
0.110	6.990	5.63E-02	5.14E-02	2.44E-03	1.76E-03	2.45E-02
0.110	9.990	5.62E-02	5.29E-02	2.44E-03	1.23E-03	2.52E-02
------	-------	--------	--------	--------	--------	--------

******************************************
* Layers:	M3-POLY (on FIELD OXIDE) *
******************************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.110	0.070	2.86E-01	1.05E-02	3.34E-03	1.30E-01	3.57E-03
0.110	0.090	2.37E-01	1.12E-02	3.34E-03	1.05E-01	3.91E-03
0.110	0.110	2.06E-01	1.18E-02	3.34E-03	8.96E-02	4.23E-03
0.110	0.130	1.83E-01	1.24E-02	3.34E-03	7.84E-02	4.55E-03
0.110	0.150	1.67E-01	1.31E-02	3.34E-03	6.99E-02	4.88E-03
0.110	0.190	1.43E-01	1.43E-02	3.34E-03	5.81E-02	5.47E-03
0.110	0.240	1.25E-01	1.58E-02	3.34E-03	4.85E-02	6.22E-03
0.110	0.290	1.12E-01	1.72E-02	3.34E-03	4.19E-02	6.94E-03
0.110	0.390	9.68E-02	2.00E-02	3.34E-03	3.33E-02	8.31E-03
0.110	0.490	8.74E-02	2.25E-02	3.34E-03	2.79E-02	9.60E-03
0.110	0.590	8.13E-02	2.49E-02	3.34E-03	2.41E-02	1.08E-02
0.110	0.790	7.38E-02	2.93E-02	3.34E-03	1.88E-02	1.30E-02
0.110	0.990	6.95E-02	3.30E-02	3.34E-03	1.52E-02	1.48E-02
0.110	1.190	6.70E-02	3.63E-02	3.34E-03	1.27E-02	1.65E-02
0.110	1.390	6.53E-02	3.91E-02	3.34E-03	1.08E-02	1.79E-02
0.110	1.590	6.42E-02	4.15E-02	3.34E-03	9.24E-03	1.91E-02
0.110	1.790	6.34E-02	4.35E-02	3.34E-03	8.01E-03	2.01E-02
0.110	1.990	6.28E-02	4.53E-02	3.34E-03	7.03E-03	2.10E-02
0.110	2.490	6.20E-02	4.85E-02	3.34E-03	5.21E-03	2.26E-02
0.110	2.990	6.16E-02	5.08E-02	3.34E-03	4.11E-03	2.37E-02
0.110	3.990	6.13E-02	5.39E-02	3.34E-03	2.75E-03	2.53E-02
0.110	4.990	6.12E-02	5.56E-02	3.34E-03	2.02E-03	2.61E-02
0.110	6.990	6.11E-02	5.74E-02	3.34E-03	1.33E-03	2.70E-02
0.110	9.990	6.11E-02	5.85E-02	3.34E-03	9.77E-04	2.76E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M3-M1 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.110	0.070	2.86E-01	1.49E-02	6.18E-03	1.29E-01	4.36E-03
0.110	0.090	2.38E-01	1.60E-02	6.18E-03	1.05E-01	4.91E-03
0.110	0.110	2.06E-01	1.71E-02	6.18E-03	8.85E-02	5.47E-03
0.110	0.130	1.84E-01	1.82E-02	6.18E-03	7.72E-02	6.01E-03
0.110	0.150	1.68E-01	1.94E-02	6.18E-03	6.87E-02	6.59E-03
0.110	0.190	1.45E-01	2.15E-02	6.18E-03	5.66E-02	7.64E-03
0.110	0.240	1.27E-01	2.40E-02	6.18E-03	4.67E-02	8.92E-03
0.110	0.290	1.15E-01	2.65E-02	6.18E-03	3.98E-02	1.01E-02
0.110	0.390	1.00E-01	3.10E-02	6.18E-03	3.08E-02	1.24E-02
0.110	0.490	9.19E-02	3.50E-02	6.18E-03	2.50E-02	1.44E-02
0.110	0.590	8.67E-02	3.87E-02	6.18E-03	2.09E-02	1.63E-02
0.110	0.790	8.08E-02	4.49E-02	6.18E-03	1.53E-02	1.94E-02
0.110	0.990	7.78E-02	4.97E-02	6.18E-03	1.18E-02	2.18E-02
0.110	1.190	7.62E-02	5.36E-02	6.18E-03	9.37E-03	2.37E-02
0.110	1.390	7.53E-02	5.66E-02	6.18E-03	7.62E-03	2.52E-02
0.110	1.590	7.47E-02	5.90E-02	6.18E-03	6.31E-03	2.64E-02
0.110	1.790	7.44E-02	6.07E-02	6.18E-03	5.36E-03	2.73E-02
0.110	1.990	7.41E-02	6.24E-02	6.18E-03	4.59E-03	2.81E-02
0.110	2.490	7.38E-02	6.52E-02	6.18E-03	3.27E-03	2.95E-02
0.110	2.990	7.37E-02	6.70E-02	6.18E-03	2.49E-03	3.04E-02
0.110	3.990	7.36E-02	6.89E-02	6.18E-03	1.64E-03	3.14E-02
0.110	4.990	7.35E-02	6.98E-02	6.18E-03	1.32E-03	3.18E-02
0.110	6.990	7.35E-02	7.09E-02	6.18E-03	9.39E-04	3.24E-02
0.110	9.990	7.35E-02	7.16E-02	6.18E-03	6.99E-04	3.27E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M3-M2 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.110	0.070	2.96E-01	4.28E-02	2.39E-02	1.23E-01	9.49E-03
0.110	0.090	2.50E-01	4.65E-02	2.39E-02	9.77E-02	1.13E-02
0.110	0.110	2.20E-01	4.99E-02	2.39E-02	8.12E-02	1.30E-02
0.110	0.130	1.99E-01	5.31E-02	2.39E-02	6.95E-02	1.46E-02
0.110	0.150	1.84E-01	5.61E-02	2.39E-02	6.06E-02	1.61E-02
0.110	0.190	1.65E-01	6.17E-02	2.39E-02	4.81E-02	1.89E-02
0.110	0.240	1.50E-01	6.78E-02	2.39E-02	3.79E-02	2.20E-02
0.110	0.290	1.41E-01	7.31E-02	2.39E-02	3.09E-02	2.46E-02
0.110	0.390	1.31E-01	8.17E-02	2.39E-02	2.21E-02	2.89E-02
0.110	0.490	1.27E-01	8.82E-02	2.39E-02	1.67E-02	3.22E-02
0.110	0.590	1.24E-01	9.33E-02	2.39E-02	1.31E-02	3.47E-02
0.110	0.790	1.22E-01	1.00E-01	2.39E-02	8.73E-03	3.83E-02
0.110	0.990	1.21E-01	1.05E-01	2.39E-02	6.26E-03	4.06E-02
0.110	1.190	1.20E-01	1.08E-01	2.39E-02	4.71E-03	4.22E-02
0.110	1.390	1.20E-01	1.10E-01	2.39E-02	3.69E-03	4.33E-02
0.110	1.590	1.20E-01	1.12E-01	2.39E-02	2.99E-03	4.41E-02
0.110	1.790	1.20E-01	1.13E-01	2.39E-02	2.46E-03	4.46E-02
0.110	1.990	1.20E-01	1.14E-01	2.39E-02	2.18E-03	4.49E-02
0.110	2.490	1.20E-01	1.15E-01	2.39E-02	1.58E-03	4.57E-02
0.110	2.990	1.20E-01	1.16E-01	2.39E-02	1.27E-03	4.61E-02
0.110	3.990	1.20E-01	1.17E-01	2.39E-02	9.52E-04	4.66E-02
0.110	4.990	1.20E-01	1.17E-01	2.39E-02	7.84E-04	4.68E-02
0.110	6.990	1.20E-01	1.18E-01	2.39E-02	6.31E-04	4.71E-02
0.110	9.990	1.20E-01	1.18E-01	2.39E-02	5.81E-04	4.72E-02
------	-------	--------	--------	--------	--------	--------

********************************
* Layers:	M4-FIELD_OXIDE *
********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.110	0.070	2.85E-01	8.06E-03	1.87E-03	1.30E-01	3.09E-03
0.110	0.090	2.37E-01	8.51E-03	1.87E-03	1.06E-01	3.32E-03
0.110	0.110	2.05E-01	8.96E-03	1.87E-03	9.00E-02	3.55E-03
0.110	0.130	1.83E-01	9.37E-03	1.87E-03	7.88E-02	3.75E-03
0.110	0.150	1.66E-01	9.77E-03	1.87E-03	7.05E-02	3.95E-03
0.110	0.190	1.43E-01	1.06E-02	1.87E-03	5.87E-02	4.36E-03
0.110	0.240	1.24E-01	1.15E-02	1.87E-03	4.92E-02	4.82E-03
0.110	0.290	1.11E-01	1.24E-02	1.87E-03	4.28E-02	5.27E-03
0.110	0.390	9.55E-02	1.41E-02	1.87E-03	3.45E-02	6.11E-03
0.110	0.490	8.59E-02	1.57E-02	1.87E-03	2.94E-02	6.90E-03
0.110	0.590	7.93E-02	1.72E-02	1.87E-03	2.58E-02	7.66E-03
0.110	0.790	7.09E-02	2.00E-02	1.87E-03	2.09E-02	9.05E-03
0.110	0.990	6.60E-02	2.25E-02	1.87E-03	1.77E-02	1.03E-02
0.110	1.190	6.26E-02	2.47E-02	1.87E-03	1.53E-02	1.14E-02
0.110	1.390	6.04E-02	2.68E-02	1.87E-03	1.35E-02	1.25E-02
0.110	1.590	5.86E-02	2.86E-02	1.87E-03	1.19E-02	1.34E-02
0.110	1.790	5.74E-02	3.03E-02	1.87E-03	1.07E-02	1.42E-02
0.110	1.990	5.65E-02	3.20E-02	1.87E-03	9.69E-03	1.50E-02
0.110	2.490	5.49E-02	3.51E-02	1.87E-03	7.75E-03	1.66E-02
0.110	2.990	5.40E-02	3.75E-02	1.87E-03	6.30E-03	1.78E-02
0.110	3.990	5.32E-02	4.13E-02	1.87E-03	4.50E-03	1.97E-02
0.110	4.990	5.28E-02	4.35E-02	1.87E-03	3.51E-03	2.08E-02
0.110	6.990	5.26E-02	4.64E-02	1.87E-03	2.28E-03	2.23E-02
0.110	9.990	5.24E-02	4.84E-02	1.87E-03	1.46E-03	2.33E-02
------	-------	--------	--------	--------	--------	--------

******************************************
* Layers:	M4-POLY (on FIELD OXIDE) *
******************************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.110	0.070	2.86E-01	8.86E-03	2.36E-03	1.30E-01	3.25E-03
0.110	0.090	2.37E-01	9.44E-03	2.36E-03	1.06E-01	3.54E-03
0.110	0.110	2.05E-01	9.94E-03	2.36E-03	8.99E-02	3.79E-03
0.110	0.130	1.83E-01	1.04E-02	2.36E-03	7.87E-02	4.03E-03
0.110	0.150	1.66E-01	1.09E-02	2.36E-03	7.03E-02	4.28E-03
0.110	0.190	1.43E-01	1.19E-02	2.36E-03	5.85E-02	4.75E-03
0.110	0.240	1.24E-01	1.30E-02	2.36E-03	4.90E-02	5.30E-03
0.110	0.290	1.12E-01	1.40E-02	2.36E-03	4.25E-02	5.83E-03
0.110	0.390	9.59E-02	1.61E-02	2.36E-03	3.42E-02	6.85E-03
0.110	0.490	8.63E-02	1.80E-02	2.36E-03	2.89E-02	7.83E-03
0.110	0.590	7.99E-02	1.98E-02	2.36E-03	2.52E-02	8.73E-03
0.110	0.790	7.18E-02	2.32E-02	2.36E-03	2.02E-02	1.04E-02
0.110	0.990	6.70E-02	2.62E-02	2.36E-03	1.68E-02	1.19E-02
0.110	1.190	6.39E-02	2.89E-02	2.36E-03	1.43E-02	1.33E-02
0.110	1.390	6.18E-02	3.12E-02	2.36E-03	1.24E-02	1.44E-02
0.110	1.590	6.03E-02	3.33E-02	2.36E-03	1.09E-02	1.55E-02
0.110	1.790	5.93E-02	3.52E-02	2.36E-03	9.66E-03	1.64E-02
0.110	1.990	5.85E-02	3.69E-02	2.36E-03	8.62E-03	1.73E-02
0.110	2.490	5.73E-02	4.03E-02	2.36E-03	6.66E-03	1.90E-02
0.110	2.990	5.67E-02	4.27E-02	2.36E-03	5.32E-03	2.02E-02
0.110	3.990	5.61E-02	4.63E-02	2.36E-03	3.68E-03	2.20E-02
0.110	4.990	5.59E-02	4.82E-02	2.36E-03	2.81E-03	2.29E-02
0.110	6.990	5.57E-02	5.07E-02	2.36E-03	1.83E-03	2.42E-02
0.110	9.990	5.56E-02	5.22E-02	2.36E-03	1.27E-03	2.49E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M4-M1 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.110	0.070	2.86E-01	1.08E-02	3.50E-03	1.30E-01	3.63E-03
0.110	0.090	2.37E-01	1.15E-02	3.50E-03	1.05E-01	3.97E-03
0.110	0.110	2.06E-01	1.21E-02	3.50E-03	8.94E-02	4.31E-03
0.110	0.130	1.83E-01	1.28E-02	3.50E-03	7.82E-02	4.65E-03
0.110	0.150	1.67E-01	1.35E-02	3.50E-03	6.98E-02	4.98E-03
0.110	0.190	1.43E-01	1.48E-02	3.50E-03	5.79E-02	5.63E-03
0.110	0.240	1.25E-01	1.63E-02	3.50E-03	4.84E-02	6.40E-03
0.110	0.290	1.12E-01	1.78E-02	3.50E-03	4.18E-02	7.14E-03
0.110	0.390	9.69E-02	2.07E-02	3.50E-03	3.32E-02	8.59E-03
0.110	0.490	8.76E-02	2.34E-02	3.50E-03	2.77E-02	9.93E-03
0.110	0.590	8.15E-02	2.59E-02	3.50E-03	2.38E-02	1.12E-02
0.110	0.790	7.40E-02	3.04E-02	3.50E-03	1.85E-02	1.34E-02
0.110	0.990	6.99E-02	3.42E-02	3.50E-03	1.49E-02	1.54E-02
0.110	1.190	6.74E-02	3.75E-02	3.50E-03	1.24E-02	1.70E-02
0.110	1.390	6.58E-02	4.04E-02	3.50E-03	1.04E-02	1.84E-02
0.110	1.590	6.48E-02	4.28E-02	3.50E-03	8.92E-03	1.97E-02
0.110	1.790	6.40E-02	4.48E-02	3.50E-03	7.71E-03	2.06E-02
0.110	1.990	6.35E-02	4.66E-02	3.50E-03	6.75E-03	2.15E-02
0.110	2.490	6.28E-02	4.98E-02	3.50E-03	4.99E-03	2.32E-02
0.110	2.990	6.24E-02	5.22E-02	3.50E-03	3.87E-03	2.43E-02
0.110	3.990	6.21E-02	5.50E-02	3.50E-03	2.65E-03	2.57E-02
0.110	4.990	6.20E-02	5.66E-02	3.50E-03	1.95E-03	2.65E-02
0.110	6.990	6.20E-02	5.84E-02	3.50E-03	1.29E-03	2.74E-02
0.110	9.990	6.19E-02	5.94E-02	3.50E-03	9.48E-04	2.80E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M4-M2 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.110	0.070	2.86E-01	1.49E-02	6.18E-03	1.29E-01	4.38E-03
0.110	0.090	2.38E-01	1.60E-02	6.18E-03	1.04E-01	4.93E-03
0.110	0.110	2.06E-01	1.72E-02	6.18E-03	8.85E-02	5.50E-03
0.110	0.130	1.84E-01	1.83E-02	6.18E-03	7.72E-02	6.07E-03
0.110	0.150	1.68E-01	1.94E-02	6.18E-03	6.86E-02	6.61E-03
0.110	0.190	1.45E-01	2.15E-02	6.18E-03	5.65E-02	7.67E-03
0.110	0.240	1.27E-01	2.41E-02	6.18E-03	4.66E-02	8.95E-03
0.110	0.290	1.15E-01	2.65E-02	6.18E-03	3.98E-02	1.02E-02
0.110	0.390	1.00E-01	3.11E-02	6.18E-03	3.08E-02	1.24E-02
0.110	0.490	9.19E-02	3.52E-02	6.18E-03	2.50E-02	1.45E-02
0.110	0.590	8.66E-02	3.88E-02	6.18E-03	2.08E-02	1.63E-02
0.110	0.790	8.07E-02	4.50E-02	6.18E-03	1.53E-02	1.94E-02
0.110	0.990	7.78E-02	4.98E-02	6.18E-03	1.18E-02	2.18E-02
0.110	1.190	7.62E-02	5.36E-02	6.18E-03	9.33E-03	2.37E-02
0.110	1.390	7.53E-02	5.67E-02	6.18E-03	7.58E-03	2.53E-02
0.110	1.590	7.47E-02	5.91E-02	6.18E-03	6.28E-03	2.65E-02
0.110	1.790	7.44E-02	6.10E-02	6.18E-03	5.27E-03	2.74E-02
0.110	1.990	7.41E-02	6.25E-02	6.18E-03	4.50E-03	2.81E-02
0.110	2.490	7.38E-02	6.52E-02	6.18E-03	3.27E-03	2.95E-02
0.110	2.990	7.37E-02	6.70E-02	6.18E-03	2.49E-03	3.04E-02
0.110	3.990	7.36E-02	6.89E-02	6.18E-03	1.66E-03	3.13E-02
0.110	4.990	7.35E-02	7.00E-02	6.18E-03	1.26E-03	3.19E-02
0.110	6.990	7.35E-02	7.09E-02	6.18E-03	9.59E-04	3.23E-02
0.110	9.990	7.35E-02	7.16E-02	6.18E-03	7.12E-04	3.27E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M4-M3 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.110	0.070	2.96E-01	4.29E-02	2.39E-02	1.23E-01	9.51E-03
0.110	0.090	2.50E-01	4.65E-02	2.39E-02	9.76E-02	1.13E-02
0.110	0.110	2.20E-01	4.99E-02	2.39E-02	8.12E-02	1.30E-02
0.110	0.130	1.99E-01	5.32E-02	2.39E-02	6.95E-02	1.47E-02
0.110	0.150	1.84E-01	5.62E-02	2.39E-02	6.06E-02	1.62E-02
0.110	0.190	1.65E-01	6.18E-02	2.39E-02	4.81E-02	1.90E-02
0.110	0.240	1.50E-01	6.79E-02	2.39E-02	3.79E-02	2.20E-02
0.110	0.290	1.41E-01	7.32E-02	2.39E-02	3.09E-02	2.47E-02
0.110	0.390	1.31E-01	8.17E-02	2.39E-02	2.20E-02	2.89E-02
0.110	0.490	1.27E-01	8.83E-02	2.39E-02	1.67E-02	3.22E-02
0.110	0.590	1.24E-01	9.34E-02	2.39E-02	1.31E-02	3.48E-02
0.110	0.790	1.22E-01	1.00E-01	2.39E-02	8.70E-03	3.83E-02
0.110	0.990	1.21E-01	1.05E-01	2.39E-02	6.22E-03	4.06E-02
0.110	1.190	1.20E-01	1.08E-01	2.39E-02	4.68E-03	4.22E-02
0.110	1.390	1.20E-01	1.10E-01	2.39E-02	3.66E-03	4.33E-02
0.110	1.590	1.20E-01	1.12E-01	2.39E-02	2.97E-03	4.41E-02
0.110	1.790	1.20E-01	1.13E-01	2.39E-02	2.46E-03	4.46E-02
0.110	1.990	1.20E-01	1.14E-01	2.39E-02	2.18E-03	4.49E-02
0.110	2.490	1.20E-01	1.15E-01	2.39E-02	1.59E-03	4.57E-02
0.110	2.990	1.20E-01	1.16E-01	2.39E-02	1.28E-03	4.61E-02
0.110	3.990	1.20E-01	1.17E-01	2.39E-02	9.79E-04	4.65E-02
0.110	4.990	1.20E-01	1.17E-01	2.39E-02	8.06E-04	4.67E-02
0.110	6.990	1.20E-01	1.18E-01	2.39E-02	6.54E-04	4.70E-02
0.110	9.990	1.20E-01	1.18E-01	2.39E-02	5.94E-04	4.72E-02
------	-------	--------	--------	--------	--------	--------

********************************
* Layers:	M5-FIELD_OXIDE *
********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.110	0.070	2.85E-01	7.44E-03	1.51E-03	1.30E-01	2.96E-03
