*
* No part of this file can be released without the consent of SMIC.
*
*This file contains the interconnect capacitance of parallel lines above a bottom plate.
*Three corners are provided : Typical, Fast and Slow.
***********************************************************
*****  SMIC Interconnect Capacitance Table     ************
***********************************************************

Process: 	65nm Mixed Signal Low Leakage 1P10M(1P9M, 1P8M, 1P7M, 1P6M) Salicide, Triple Voltage (1.2V/1.8/2.5V)
Version: 	1.0
Date: 		2009-09-30
Corner:  	Typical
Structure: 	Structure-2 (Parallel lines between two plates)
(Please refer to SMIC SPICE document for the definition of each capacitance)


**************************
* Layers:	M2-M1-AA *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.110	0.150	1.67E-01	6.68E-03	2.67E-03	1.43E-03	5.55E-04	7.09E-02	2.62E-03	1.06E-03
0.110	0.190	1.43E-01	7.26E-03	2.90E-03	1.43E-03	5.55E-04	5.89E-02	2.92E-03	1.17E-03
0.110	0.240	1.24E-01	7.86E-03	3.13E-03	1.43E-03	5.55E-04	4.95E-02	3.21E-03	1.29E-03
0.110	0.290	1.12E-01	8.51E-03	3.39E-03	1.43E-03	5.55E-04	4.30E-02	3.54E-03	1.42E-03
0.110	0.390	9.55E-02	9.63E-03	3.83E-03	1.43E-03	5.55E-04	3.47E-02	4.10E-03	1.64E-03
0.110	0.490	8.61E-02	1.06E-02	4.23E-03	1.43E-03	5.55E-04	2.98E-02	4.61E-03	1.84E-03
0.110	0.590	7.93E-02	1.16E-02	4.63E-03	1.43E-03	5.55E-04	2.60E-02	5.11E-03	2.04E-03
0.110	0.790	7.08E-02	1.35E-02	5.37E-03	1.43E-03	5.55E-04	2.12E-02	6.05E-03	2.41E-03
0.110	0.990	6.18E-02	1.51E-02	5.90E-03	1.43E-03	5.55E-04	1.64E-02	6.84E-03	2.67E-03
0.110	1.190	6.24E-02	1.68E-02	6.72E-03	1.43E-03	5.55E-04	1.58E-02	7.70E-03	3.08E-03
0.110	1.390	6.01E-02	1.83E-02	7.30E-03	1.43E-03	5.55E-04	1.41E-02	8.43E-03	3.38E-03
0.110	1.590	5.82E-02	1.96E-02	7.81E-03	1.43E-03	5.55E-04	1.26E-02	9.06E-03	3.63E-03
0.110	1.790	5.74E-02	2.10E-02	8.39E-03	1.43E-03	5.55E-04	1.15E-02	9.78E-03	3.92E-03
0.110	1.990	5.65E-02	2.22E-02	8.88E-03	1.43E-03	5.55E-04	1.05E-02	1.04E-02	4.16E-03
0.110	2.490	5.48E-02	2.48E-02	9.93E-03	1.43E-03	5.55E-04	8.36E-03	1.17E-02	4.69E-03
0.110	2.990	5.38E-02	2.70E-02	1.08E-02	1.43E-03	5.55E-04	6.80E-03	1.28E-02	5.11E-03
0.110	3.990	5.27E-02	3.01E-02	1.20E-02	1.43E-03	5.55E-04	4.62E-03	1.43E-02	5.73E-03
0.110	4.990	5.23E-02	3.21E-02	1.29E-02	1.43E-03	5.55E-04	3.26E-03	1.53E-02	6.15E-03
0.110	6.990	5.21E-02	3.45E-02	1.38E-02	1.43E-03	5.55E-04	1.73E-03	1.65E-02	6.63E-03
0.110	9.990	5.20E-02	3.60E-02	1.44E-02	1.43E-03	5.55E-04	7.35E-04	1.73E-02	6.93E-03
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

*****************************
* Layers:	ALRDL-M7-AA *
*****************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.110	0.070	2.86E-01	5.10E-03	2.52E-03	1.21E-03	5.97E-04	1.30E-01	1.94E-03	9.60E-04
0.110	0.090	2.37E-01	5.39E-03	2.67E-03	1.21E-03	5.97E-04	1.06E-01	2.09E-03	1.04E-03
0.110	0.110	2.06E-01	5.76E-03	2.79E-03	1.21E-03	5.97E-04	9.03E-02	2.27E-03	1.10E-03
0.110	0.130	1.84E-01	5.93E-03	2.95E-03	1.21E-03	5.97E-04	7.92E-02	2.36E-03	1.18E-03
0.110	0.150	1.67E-01	6.18E-03	3.08E-03	1.21E-03	5.97E-04	7.09E-02	2.49E-03	1.24E-03
0.110	0.190	1.44E-01	6.62E-03	3.29E-03	1.21E-03	5.97E-04	5.90E-02	2.70E-03	1.35E-03
0.110	0.240	1.25E-01	7.28E-03	3.56E-03	1.21E-03	5.97E-04	4.96E-02	3.03E-03	1.48E-03
0.110	0.290	1.13E-01	7.75E-03	3.78E-03	1.21E-03	5.97E-04	4.32E-02	3.27E-03	1.59E-03
0.110	0.390	9.67E-02	8.70E-03	4.27E-03	1.21E-03	5.97E-04	3.50E-02	3.74E-03	1.84E-03
0.110	0.490	8.67E-02	9.58E-03	4.79E-03	1.21E-03	5.97E-04	2.99E-02	4.18E-03	2.10E-03
0.110	0.590	8.01E-02	1.04E-02	5.20E-03	1.21E-03	5.97E-04	2.64E-02	4.59E-03	2.30E-03
0.110	0.790	7.31E-02	1.20E-02	6.00E-03	1.21E-03	5.97E-04	2.23E-02	5.38E-03	2.70E-03
0.110	0.990	6.66E-02	1.33E-02	6.68E-03	1.21E-03	5.97E-04	1.88E-02	6.07E-03	3.04E-03
0.110	1.190	6.31E-02	1.47E-02	7.34E-03	1.21E-03	5.97E-04	1.65E-02	6.75E-03	3.37E-03
0.110	1.390	6.06E-02	1.60E-02	7.98E-03	1.21E-03	5.97E-04	1.47E-02	7.39E-03	3.69E-03
0.110	1.590	5.88E-02	1.72E-02	8.60E-03	1.21E-03	5.97E-04	1.33E-02	8.00E-03	4.00E-03
0.110	1.790	5.74E-02	1.84E-02	9.16E-03	1.21E-03	5.97E-04	1.22E-02	8.58E-03	4.28E-03
0.110	1.990	5.64E-02	1.94E-02	9.69E-03	1.21E-03	5.97E-04	1.12E-02	9.11E-03	4.55E-03
0.110	2.490	5.51E-02	2.19E-02	1.10E-02	1.21E-03	5.96E-04	9.21E-03	1.03E-02	5.19E-03
0.110	2.990	5.40E-02	2.39E-02	1.18E-02	1.21E-03	5.96E-04	7.70E-03	1.13E-02	5.62E-03
0.110	3.990	5.28E-02	2.71E-02	1.34E-02	1.21E-03	5.96E-04	5.37E-03	1.29E-02	6.42E-03
0.110	4.990	5.13E-02	2.87E-02	1.43E-02	1.21E-03	5.97E-04	3.73E-03	1.37E-02	6.87E-03
0.110	6.990	5.19E-02	3.17E-02	1.57E-02	1.21E-03	5.97E-04	2.09E-03	1.52E-02	7.57E-03
0.110	9.990	5.18E-02	3.34E-02	1.66E-02	1.21E-03	5.97E-04	8.79E-04	1.61E-02	8.00E-03
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

*****************************
* Layers:	ALRDL-M8-AA *
*****************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.110	0.070	3.07E-01	4.78E-03	2.94E-03	1.05E-03	6.45E-04	1.39E-01	1.86E-03	1.15E-03
0.110	0.090	2.57E-01	4.96E-03	3.16E-03	1.05E-03	6.45E-04	1.14E-01	1.96E-03	1.26E-03
0.110	0.110	2.24E-01	5.25E-03	3.23E-03	1.05E-03	6.45E-04	9.75E-02	2.10E-03	1.29E-03
0.110	0.130	2.00E-01	5.47E-03	3.37E-03	1.05E-03	6.45E-04	8.58E-02	2.21E-03	1.36E-03
0.110	0.150	1.83E-01	5.68E-03	3.50E-03	1.05E-03	6.45E-04	7.70E-02	2.31E-03	1.43E-03
0.110	0.190	1.58E-01	6.08E-03	3.74E-03	1.05E-03	6.45E-04	6.47E-02	2.51E-03	1.55E-03
0.110	0.240	1.37E-01	6.58E-03	4.05E-03	1.05E-03	6.45E-04	5.45E-02	2.76E-03	1.70E-03
0.110	0.290	1.24E-01	7.01E-03	4.32E-03	1.05E-03	6.45E-04	4.78E-02	2.98E-03	1.84E-03
0.110	0.390	1.06E-01	7.83E-03	4.83E-03	1.05E-03	6.45E-04	3.89E-02	3.39E-03	2.09E-03
0.110	0.490	9.52E-02	8.60E-03	5.31E-03	1.05E-03	6.45E-04	3.34E-02	3.77E-03	2.33E-03
0.110	0.590	8.74E-02	9.27E-03	5.85E-03	1.05E-03	6.45E-04	2.95E-02	4.11E-03	2.60E-03
0.110	0.790	7.76E-02	1.06E-02	6.67E-03	1.05E-03	6.45E-04	2.43E-02	4.79E-03	3.01E-03
0.110	0.990	7.14E-02	1.20E-02	7.38E-03	1.05E-03	6.45E-04	2.09E-02	5.45E-03	3.37E-03
0.110	1.190	6.76E-02	1.32E-02	8.13E-03	1.05E-03	6.45E-04	1.86E-02	6.06E-03	3.74E-03
0.110	1.390	6.45E-02	1.43E-02	8.83E-03	1.05E-03	6.45E-04	1.67E-02	6.63E-03	4.09E-03
0.110	1.590	6.21E-02	1.54E-02	9.51E-03	1.05E-03	6.45E-04	1.50E-02	7.18E-03	4.43E-03
0.110	1.790	6.04E-02	1.65E-02	1.03E-02	1.05E-03	6.45E-04	1.37E-02	7.70E-03	4.81E-03
0.110	1.990	5.90E-02	1.74E-02	1.07E-02	1.05E-03	6.45E-04	1.26E-02	8.16E-03	5.04E-03
0.110	2.490	5.66E-02	1.96E-02	1.21E-02	1.05E-03	6.45E-04	1.03E-02	9.26E-03	5.73E-03
0.110	2.990	5.51E-02	2.15E-02	1.33E-02	1.05E-03	6.45E-04	8.59E-03	1.02E-02	6.32E-03
0.110	3.990	5.33E-02	2.44E-02	1.51E-02	1.05E-03	6.45E-04	6.04E-03	1.17E-02	7.23E-03
0.110	4.990	5.26E-02	2.65E-02	1.64E-02	1.05E-03	6.45E-04	4.36E-03	1.27E-02	7.88E-03
0.110	6.990	5.21E-02	2.90E-02	1.80E-02	1.05E-03	6.45E-04	2.39E-03	1.40E-02	8.67E-03
0.110	9.990	5.20E-02	3.08E-02	1.91E-02	1.05E-03	6.45E-04	9.95E-04	1.49E-02	9.22E-03
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

******************************
* Layers:	ALRDL-MT1-AA *
******************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.440	0.340	3.08E-01	7.71E-03	7.93E-03	3.33E-03	3.48E-03	1.37E-01	2.19E-03	2.23E-03
0.440	0.360	2.95E-01	7.84E-03	8.06E-03	3.33E-03	3.48E-03	1.31E-01	2.25E-03	2.29E-03
0.440	0.380	2.84E-01	7.97E-03	8.20E-03	3.33E-03	3.48E-03	1.25E-01	2.32E-03	2.36E-03
0.440	0.400	2.73E-01	8.10E-03	8.33E-03	3.33E-03	3.48E-03	1.20E-01	2.38E-03	2.43E-03
0.440	0.420	2.64E-01	8.23E-03	8.46E-03	3.33E-03	3.48E-03	1.16E-01	2.45E-03	2.49E-03
0.440	0.440	2.55E-01	8.36E-03	8.59E-03	3.33E-03	3.48E-03	1.11E-01	2.52E-03	2.55E-03
0.440	0.460	2.48E-01	8.52E-03	8.76E-03	3.33E-03	3.48E-03	1.07E-01	2.59E-03	2.64E-03
0.440	0.500	2.34E-01	8.77E-03	9.01E-03	3.33E-03	3.48E-03	1.00E-01	2.72E-03	2.77E-03
0.440	0.550	2.19E-01	9.07E-03	9.35E-03	3.33E-03	3.48E-03	9.28E-02	2.87E-03	2.93E-03
0.440	0.600	2.07E-01	9.40E-03	9.68E-03	3.33E-03	3.48E-03	8.65E-02	3.03E-03	3.10E-03
0.440	0.700	1.87E-01	1.01E-02	1.04E-02	3.33E-03	3.48E-03	7.64E-02	3.37E-03	3.44E-03
0.440	0.800	1.72E-01	1.07E-02	1.10E-02	3.33E-03	3.48E-03	6.88E-02	3.68E-03	3.76E-03
0.440	1.000	1.51E-01	1.19E-02	1.22E-02	3.33E-03	3.48E-03	5.77E-02	4.29E-03	4.37E-03
0.440	1.200	1.36E-01	1.32E-02	1.35E-02	3.33E-03	3.48E-03	4.95E-02	4.95E-03	5.01E-03
0.440	1.500	1.23E-01	1.50E-02	1.55E-02	3.33E-03	3.48E-03	4.18E-02	5.86E-03	6.03E-03
0.440	1.700	1.16E-01	1.62E-02	1.66E-02	3.33E-03	3.48E-03	3.77E-02	6.43E-03	6.58E-03
0.440	2.000	1.08E-01	1.79E-02	1.84E-02	3.33E-03	3.48E-03	3.28E-02	7.28E-03	7.45E-03
0.440	2.500	9.99E-02	2.06E-02	2.12E-02	3.33E-03	3.48E-03	2.67E-02	8.64E-03	8.86E-03
0.440	3.000	9.47E-02	2.31E-02	2.38E-02	3.33E-03	3.48E-03	2.21E-02	9.89E-03	1.02E-02
0.440	4.000	8.87E-02	2.73E-02	2.81E-02	3.33E-03	3.48E-03	1.57E-02	1.20E-02	1.23E-02
0.440	5.000	8.58E-02	3.07E-02	3.15E-02	3.33E-03	3.48E-03	1.12E-02	1.37E-02	1.40E-02
0.440	6.000	8.43E-02	3.33E-02	3.42E-02	3.33E-03	3.48E-03	8.12E-03	1.50E-02	1.54E-02
0.440	7.000	8.36E-02	3.52E-02	3.62E-02	3.33E-03	3.48E-03	5.92E-03	1.59E-02	1.63E-02
0.440	8.000	8.32E-02	3.67E-02	3.77E-02	3.33E-03	3.48E-03	4.30E-03	1.67E-02	1.71E-02
0.440	9.000	8.30E-02	3.77E-02	3.88E-02	3.33E-03	3.48E-03	3.14E-03	1.72E-02	1.77E-02
0.440	10.000	8.29E-02	3.85E-02	3.96E-02	3.33E-03	3.48E-03	2.32E-03	1.76E-02	1.81E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

******************************
* Layers:	ALRDL-MT2-AA *
******************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
1.650	1.150	4.26E-01	1.69E-02	1.33E-01	9.90E-03	8.45E-02	1.37E-01	3.50E-03	2.40E-02
1.650	1.350	3.91E-01	1.80E-02	1.38E-01	9.90E-03	8.45E-02	1.16E-01	4.05E-03	2.69E-02
1.650	1.550	3.66E-01	1.91E-02	1.44E-01	9.90E-03	8.45E-02	1.00E-01	4.60E-03	2.96E-02
1.650	1.750	3.47E-01	2.05E-02	1.48E-01	9.90E-03	8.45E-02	8.78E-02	5.28E-03	3.17E-02
1.650	1.950	3.32E-01	2.12E-02	1.53E-01	9.90E-03	8.45E-02	7.78E-02	5.67E-03	3.43E-02
1.650	2.150	3.21E-01	2.23E-02	1.57E-01	9.90E-03	8.45E-02	6.96E-02	6.21E-03	3.62E-02
1.650	2.450	3.08E-01	2.38E-02	1.63E-01	9.90E-03	8.45E-02	5.96E-02	6.97E-03	3.90E-02
1.650	2.750	2.98E-01	2.57E-02	1.67E-01	9.90E-03	8.45E-02	5.18E-02	7.88E-03	4.11E-02
1.650	3.050	2.91E-01	2.68E-02	1.72E-01	9.90E-03	8.45E-02	4.52E-02	8.44E-03	4.37E-02
1.650	3.450	2.83E-01	2.89E-02	1.76E-01	9.90E-03	8.45E-02	3.84E-02	9.53E-03	4.59E-02
1.650	3.950	2.77E-01	3.11E-02	1.82E-01	9.90E-03	8.45E-02	3.15E-02	1.06E-02	4.87E-02
1.650	4.450	2.73E-01	3.30E-02	1.87E-01	9.90E-03	8.45E-02	2.62E-02	1.16E-02	5.11E-02
1.650	4.950	2.70E-01	3.47E-02	1.91E-01	9.90E-03	8.45E-02	2.19E-02	1.24E-02	5.31E-02
1.650	5.450	2.68E-01	3.63E-02	1.94E-01	9.90E-03	8.45E-02	1.84E-02	1.32E-02	5.49E-02
1.650	5.950	2.66E-01	3.76E-02	1.97E-01	9.90E-03	8.45E-02	1.55E-02	1.39E-02	5.64E-02
1.650	6.950	2.65E-01	3.99E-02	2.02E-01	9.90E-03	8.45E-02	1.12E-02	1.50E-02	5.89E-02
1.650	7.950	2.64E-01	4.16E-02	2.06E-01	9.90E-03	8.45E-02	8.10E-03	1.58E-02	6.07E-02
1.650	8.950	2.63E-01	4.29E-02	2.09E-01	9.90E-03	8.45E-02	5.92E-03	1.65E-02	6.20E-02
1.650	9.950	2.63E-01	4.38E-02	2.11E-01	9.90E-03	8.45E-02	4.35E-03	1.70E-02	6.30E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

***************************************
* Layers:	ALRDL-M1-POLY (on AA) *
***************************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.099	0.061	3.16E-01	2.40E-02	8.33E-04	1.25E-02	3.69E-04	1.40E-01	5.73E-03	2.32E-04
0.099	0.081	2.58E-01	2.63E-02	9.11E-04	1.25E-02	3.69E-04	1.10E-01	6.92E-03	2.71E-04
0.099	0.101	2.22E-01	2.86E-02	9.87E-04	1.25E-02	3.69E-04	9.12E-02	8.08E-03	3.09E-04
0.099	0.121	1.98E-01	3.09E-02	1.06E-03	1.25E-02	3.69E-04	7.81E-02	9.22E-03	3.47E-04
0.099	0.141	1.80E-01	3.31E-02	1.14E-03	1.25E-02	3.69E-04	6.84E-02	1.03E-02	3.84E-04
0.099	0.191	1.52E-01	3.83E-02	1.32E-03	1.25E-02	3.69E-04	5.23E-02	1.29E-02	4.74E-04
0.099	0.241	1.36E-01	4.31E-02	1.49E-03	1.25E-02	3.69E-04	4.22E-02	1.53E-02	5.62E-04
0.099	0.291	1.26E-01	4.75E-02	1.66E-03	1.25E-02	3.69E-04	3.51E-02	1.75E-02	6.46E-04
0.099	0.391	1.14E-01	5.51E-02	1.96E-03	1.25E-02	3.69E-04	2.57E-02	2.13E-02	7.93E-04
0.099	0.491	1.08E-01	6.13E-02	2.21E-03	1.25E-02	3.69E-04	1.98E-02	2.44E-02	9.21E-04
0.099	0.591	1.05E-01	6.65E-02	2.43E-03	1.25E-02	3.69E-04	1.57E-02	2.70E-02	1.03E-03
0.099	0.791	1.02E-01	7.42E-02	2.77E-03	1.25E-02	3.69E-04	1.05E-02	3.09E-02	1.20E-03
0.099	0.991	1.00E-01	7.95E-02	3.00E-03	1.25E-02	3.69E-04	7.46E-03	3.35E-02	1.32E-03
0.099	1.191	9.97E-02	8.30E-02	3.16E-03	1.25E-02	3.69E-04	5.59E-03	3.53E-02	1.39E-03
0.099	1.391	9.94E-02	8.56E-02	3.28E-03	1.25E-02	3.69E-04	4.31E-03	3.65E-02	1.45E-03
0.099	1.591	9.92E-02	8.74E-02	3.36E-03	1.25E-02	3.69E-04	3.42E-03	3.74E-02	1.50E-03
0.099	1.791	9.91E-02	8.87E-02	3.43E-03	1.25E-02	3.69E-04	2.78E-03	3.81E-02	1.53E-03
0.099	1.991	9.90E-02	8.98E-02	3.48E-03	1.25E-02	3.69E-04	2.31E-03	3.86E-02	1.55E-03
0.099	2.491	9.90E-02	9.15E-02	3.56E-03	1.25E-02	3.69E-04	1.57E-03	3.95E-02	1.59E-03
0.099	2.991	9.89E-02	9.24E-02	3.60E-03	1.25E-02	3.69E-04	1.20E-03	3.99E-02	1.62E-03
0.099	3.991	9.89E-02	9.34E-02	3.65E-03	1.25E-02	3.69E-04	7.90E-04	4.04E-02	1.64E-03
0.099	4.991	9.89E-02	9.39E-02	3.68E-03	1.25E-02	3.69E-04	5.82E-04	4.07E-02	1.65E-03
0.099	6.991	9.89E-02	9.44E-02	3.70E-03	1.25E-02	3.69E-04	3.90E-04	4.09E-02	1.67E-03
0.099	9.991	9.89E-02	9.48E-02	3.72E-03	1.25E-02	3.69E-04	2.04E-04	4.11E-02	1.68E-03
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

***************************************
* Layers:	ALRDL-M2-POLY (on AA) *
***************************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.110	0.070	2.86E-01	1.32E-02	1.14E-03	5.68E-03	4.33E-04	1.29E-01	3.75E-03	3.55E-04
0.110	0.090	2.37E-01	1.42E-02	1.23E-03	5.68E-03	4.33E-04	1.04E-01	4.25E-03	3.97E-04
0.110	0.110	2.06E-01	1.51E-02	1.31E-03	5.68E-03	4.33E-04	8.85E-02	4.73E-03	4.37E-04
0.110	0.130	1.84E-01	1.61E-02	1.39E-03	5.68E-03	4.33E-04	7.72E-02	5.20E-03	4.77E-04
0.110	0.150	1.67E-01	1.70E-02	1.47E-03	5.68E-03	4.33E-04	6.87E-02	5.67E-03	5.17E-04
0.110	0.190	1.44E-01	1.88E-02	1.62E-03	5.68E-03	4.33E-04	5.66E-02	6.58E-03	5.94E-04
0.110	0.240	1.26E-01	2.10E-02	1.80E-03	5.68E-03	4.33E-04	4.68E-02	7.66E-03	6.86E-04
0.110	0.290	1.14E-01	2.31E-02	1.99E-03	5.68E-03	4.33E-04	4.01E-02	8.72E-03	7.77E-04
0.110	0.390	9.97E-02	2.71E-02	2.34E-03	5.68E-03	4.33E-04	3.12E-02	1.07E-02	9.51E-04
0.110	0.490	9.12E-02	3.07E-02	2.66E-03	5.68E-03	4.33E-04	2.55E-02	1.25E-02	1.12E-03
0.110	0.590	8.59E-02	3.39E-02	2.96E-03	5.68E-03	4.33E-04	2.14E-02	1.41E-02	1.26E-03
0.110	0.790	7.97E-02	3.95E-02	3.48E-03	5.68E-03	4.33E-04	1.58E-02	1.69E-02	1.52E-03
0.110	0.990	7.66E-02	4.39E-02	3.90E-03	5.68E-03	4.33E-04	1.23E-02	1.91E-02	1.73E-03
0.110	1.190	7.48E-02	4.75E-02	4.24E-03	5.68E-03	4.33E-04	9.75E-03	2.09E-02	1.90E-03
0.110	1.390	7.38E-02	5.04E-02	4.52E-03	5.68E-03	4.33E-04	7.92E-03	2.24E-02	2.05E-03
0.110	1.590	7.31E-02	5.28E-02	4.75E-03	5.68E-03	4.33E-04	6.54E-03	2.35E-02	2.16E-03
0.110	1.790	7.28E-02	5.47E-02	4.95E-03	5.68E-03	4.33E-04	5.48E-03	2.45E-02	2.26E-03
0.110	1.990	7.25E-02	5.63E-02	5.10E-03	5.68E-03	4.33E-04	4.63E-03	2.53E-02	2.33E-03
0.110	2.490	7.21E-02	5.90E-02	5.38E-03	5.68E-03	4.33E-04	3.19E-03	2.67E-02	2.47E-03
0.110	2.990	7.20E-02	6.08E-02	5.55E-03	5.68E-03	4.33E-04	2.35E-03	2.75E-02	2.56E-03
0.110	3.990	7.19E-02	6.28E-02	5.75E-03	5.68E-03	4.33E-04	1.38E-03	2.86E-02	2.66E-03
0.110	4.990	7.19E-02	6.38E-02	5.85E-03	5.68E-03	4.33E-04	9.54E-04	2.90E-02	2.71E-03
0.110	6.990	7.18E-02	6.47E-02	5.95E-03	5.68E-03	4.33E-04	5.19E-04	2.95E-02	2.76E-03
0.110	9.990	7.18E-02	6.52E-02	6.01E-03	5.68E-03	4.33E-04	2.79E-04	2.98E-02	2.79E-03
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

***************************************
* Layers:	ALRDL-M3-POLY (on AA) *
***************************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.110	0.070	2.85E-01	9.24E-03	1.38E-03	3.34E-03	4.58E-04	1.29E-01	2.95E-03	4.62E-04
0.110	0.090	2.37E-01	9.86E-03	1.47E-03	3.34E-03	4.58E-04	1.05E-01	3.26E-03	5.07E-04
0.110	0.110	2.05E-01	1.05E-02	1.56E-03	3.34E-03	4.58E-04	8.93E-02	3.56E-03	5.52E-04
0.110	0.130	1.83E-01	1.10E-02	1.65E-03	3.34E-03	4.58E-04	7.81E-02	3.85E-03	5.95E-04
0.110	0.150	1.66E-01	1.16E-02	1.73E-03	3.34E-03	4.58E-04	6.97E-02	4.12E-03	6.36E-04
0.110	0.190	1.43E-01	1.27E-02	1.90E-03	3.34E-03	4.58E-04	5.79E-02	4.68E-03	7.19E-04
0.110	0.240	1.24E-01	1.40E-02	2.09E-03	3.34E-03	4.58E-04	4.83E-02	5.35E-03	8.18E-04
0.110	0.290	1.12E-01	1.53E-02	2.28E-03	3.34E-03	4.58E-04	4.17E-02	5.98E-03	9.11E-04
0.110	0.390	9.65E-02	1.78E-02	2.65E-03	3.34E-03	4.58E-04	3.32E-02	7.24E-03	1.10E-03
0.110	0.490	8.72E-02	2.02E-02	3.01E-03	3.34E-03	4.58E-04	2.77E-02	8.41E-03	1.27E-03
0.110	0.590	8.11E-02	2.23E-02	3.34E-03	3.34E-03	4.58E-04	2.38E-02	9.50E-03	1.44E-03
0.110	0.790	7.36E-02	2.63E-02	3.93E-03	3.34E-03	4.58E-04	1.85E-02	1.15E-02	1.74E-03
0.110	0.990	6.94E-02	2.97E-02	4.46E-03	3.34E-03	4.58E-04	1.50E-02	1.32E-02	2.00E-03
0.110	1.190	6.68E-02	3.27E-02	4.92E-03	3.34E-03	4.58E-04	1.24E-02	1.47E-02	2.23E-03
0.110	1.390	6.52E-02	3.52E-02	5.31E-03	3.34E-03	4.58E-04	1.04E-02	1.59E-02	2.43E-03
0.110	1.590	6.41E-02	3.74E-02	5.66E-03	3.34E-03	4.58E-04	8.84E-03	1.70E-02	2.60E-03
0.110	1.790	6.34E-02	3.93E-02	5.96E-03	3.34E-03	4.58E-04	7.59E-03	1.80E-02	2.75E-03
0.110	1.990	6.29E-02	4.09E-02	6.20E-03	3.34E-03	4.58E-04	6.61E-03	1.88E-02	2.87E-03
0.110	2.490	6.21E-02	4.40E-02	6.70E-03	3.34E-03	4.58E-04	4.75E-03	2.03E-02	3.12E-03
0.110	2.990	6.17E-02	4.62E-02	7.05E-03	3.34E-03	4.58E-04	3.54E-03	2.15E-02	3.30E-03
0.110	3.990	6.15E-02	4.89E-02	7.47E-03	3.34E-03	4.58E-04	2.17E-03	2.28E-02	3.51E-03
0.110	4.990	6.14E-02	5.04E-02	7.71E-03	3.34E-03	4.58E-04	1.42E-03	2.35E-02	3.63E-03
0.110	6.990	6.13E-02	5.17E-02	7.94E-03	3.34E-03	4.58E-04	7.41E-04	2.42E-02	3.74E-03
0.110	9.990	6.13E-02	5.25E-02	8.06E-03	3.34E-03	4.58E-04	3.65E-04	2.46E-02	3.80E-03
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

***************************************
* Layers:	ALRDL-M4-POLY (on AA) *
***************************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
