*
* No part of this file can be released without the consent of SMIC.
*
*This file contains the interconnect capacitance of parallel lines above a bottom plate.
*Three corners are provided : Typical, Fast and Slow.
***********************************************************
*****  SMIC Interconnect Capacitance Table     ************
***********************************************************

Process: 	65nm Mixed Signal Low Leakage 1P10M(1P9M, 1P8M, 1P7M, 1P6M) Salicide, Triple Voltage (1.2V/1.8/2.5V)
Version: 	1.0
Date: 		2009-09-30
Corner:  	Typical
Structure: 	Structure-2 (Parallel lines between two plates)
(Please refer to SMIC SPICE document for the definition of each capacitance)


**************************
* Layers:	M2-M1-AA *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.110	1.790	1.30E-01	1.09E-01	1.63E-02	2.39E-02	2.14E-03	2.14E-03	4.27E-02	7.10E-03
0.110	1.990	1.30E-01	1.10E-01	1.66E-02	2.39E-02	2.14E-03	1.62E-03	4.31E-02	7.21E-03
0.110	2.490	1.30E-01	1.11E-01	1.68E-02	2.39E-02	2.14E-03	8.84E-04	4.37E-02	7.35E-03
0.110	2.990	1.30E-01	1.12E-01	1.70E-02	2.39E-02	2.14E-03	5.19E-04	4.40E-02	7.43E-03
0.110	3.990	1.30E-01	1.12E-01	1.71E-02	2.39E-02	2.14E-03	2.40E-04	4.43E-02	7.49E-03
0.110	4.990	1.30E-01	1.13E-01	1.72E-02	2.39E-02	2.14E-03	1.40E-04	4.44E-02	7.51E-03
0.110	6.990	1.30E-01	1.13E-01	1.72E-02	2.39E-02	2.14E-03	6.74E-05	4.44E-02	7.53E-03
0.110	9.990	1.30E-01	1.13E-01	1.72E-02	2.39E-02	2.14E-03	3.16E-05	4.45E-02	7.54E-03
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

****************************
* Layers:	MT2-MT1-M7 *
****************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.440	0.340	3.41E-01	2.49E-02	7.49E-02	1.41E-02	4.44E-02	1.19E-01	5.37E-03	1.52E-02
0.440	0.360	3.29E-01	2.55E-02	7.64E-02	1.41E-02	4.44E-02	1.13E-01	5.67E-03	1.60E-02
0.440	0.380	3.19E-01	2.61E-02	7.79E-02	1.41E-02	4.44E-02	1.06E-01	5.95E-03	1.67E-02
0.440	0.400	3.10E-01	2.66E-02	7.94E-02	1.41E-02	4.44E-02	1.01E-01	6.23E-03	1.75E-02
0.440	0.420	3.02E-01	2.72E-02	8.08E-02	1.41E-02	4.44E-02	9.60E-02	6.52E-03	1.82E-02
0.440	0.440	2.95E-01	2.77E-02	8.22E-02	1.41E-02	4.44E-02	9.14E-02	6.80E-03	1.89E-02
0.440	0.460	2.88E-01	2.83E-02	8.35E-02	1.41E-02	4.44E-02	8.71E-02	7.08E-03	1.96E-02
0.440	0.500	2.76E-01	2.94E-02	8.62E-02	1.41E-02	4.44E-02	7.96E-02	7.63E-03	2.09E-02
0.440	0.550	2.65E-01	3.08E-02	8.93E-02	1.41E-02	4.44E-02	7.16E-02	8.32E-03	2.24E-02
0.440	0.600	2.55E-01	3.21E-02	9.23E-02	1.41E-02	4.44E-02	6.47E-02	8.98E-03	2.40E-02
0.440	0.700	2.41E-01	3.47E-02	9.80E-02	1.41E-02	4.44E-02	5.37E-02	1.03E-02	2.68E-02
0.440	0.800	2.31E-01	3.70E-02	1.03E-01	1.41E-02	4.44E-02	4.52E-02	1.14E-02	2.92E-02
0.440	1.000	2.19E-01	4.15E-02	1.12E-01	1.41E-02	4.44E-02	3.28E-02	1.37E-02	3.36E-02
0.440	1.200	2.13E-01	4.52E-02	1.18E-01	1.41E-02	4.44E-02	2.44E-02	1.55E-02	3.70E-02
0.440	1.500	2.08E-01	4.96E-02	1.26E-01	1.41E-02	4.44E-02	1.59E-02	1.77E-02	4.09E-02
0.440	1.700	2.06E-01	5.19E-02	1.30E-01	1.41E-02	4.44E-02	1.21E-02	1.89E-02	4.28E-02
0.440	2.000	2.05E-01	5.46E-02	1.34E-01	1.41E-02	4.44E-02	8.08E-03	2.02E-02	4.50E-02
0.440	2.500	2.05E-01	5.73E-02	1.39E-01	1.41E-02	4.44E-02	4.19E-03	2.16E-02	4.72E-02
0.440	3.000	2.04E-01	5.88E-02	1.41E-01	1.41E-02	4.44E-02	2.24E-03	2.23E-02	4.83E-02
0.440	4.000	2.04E-01	5.99E-02	1.43E-01	1.41E-02	4.44E-02	7.89E-04	2.29E-02	4.92E-02
0.440	5.000	2.04E-01	6.02E-02	1.43E-01	1.41E-02	4.44E-02	3.91E-04	2.30E-02	4.94E-02
0.440	6.000	2.04E-01	6.04E-02	1.44E-01	1.41E-02	4.44E-02	2.35E-04	2.31E-02	4.95E-02
0.440	7.000	2.04E-01	6.04E-02	1.44E-01	1.41E-02	4.44E-02	1.60E-04	2.31E-02	4.96E-02
0.440	8.000	2.04E-01	6.05E-02	1.44E-01	1.41E-02	4.44E-02	1.16E-04	2.32E-02	4.96E-02
0.440	9.000	2.04E-01	6.05E-02	1.44E-01	1.41E-02	4.44E-02	9.05E-05	2.32E-02	4.97E-02
0.440	10.000	2.04E-01	6.06E-02	1.44E-01	1.41E-02	4.44E-02	6.95E-05	2.32E-02	4.97E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

****************************
* Layers:	MT2-MT1-M8 *
****************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.440	0.340	3.49E-01	4.32E-02	7.51E-02	2.52E-02	4.44E-02	1.15E-01	9.02E-03	1.53E-02
0.440	0.360	3.37E-01	4.42E-02	7.62E-02	2.52E-02	4.44E-02	1.08E-01	9.52E-03	1.59E-02
0.440	0.380	3.28E-01	4.52E-02	7.77E-02	2.52E-02	4.44E-02	1.02E-01	9.99E-03	1.66E-02
0.440	0.400	3.19E-01	4.60E-02	7.93E-02	2.52E-02	4.44E-02	9.65E-02	1.04E-02	1.74E-02
0.440	0.420	3.11E-01	4.70E-02	8.08E-02	2.52E-02	4.44E-02	9.14E-02	1.09E-02	1.82E-02
0.440	0.440	3.04E-01	4.79E-02	8.23E-02	2.52E-02	4.44E-02	8.68E-02	1.14E-02	1.89E-02
0.440	0.460	2.97E-01	4.86E-02	8.34E-02	2.52E-02	4.44E-02	8.25E-02	1.17E-02	1.95E-02
0.440	0.500	2.86E-01	5.04E-02	8.60E-02	2.52E-02	4.44E-02	7.49E-02	1.26E-02	2.08E-02
0.440	0.550	2.76E-01	5.27E-02	8.95E-02	2.52E-02	4.44E-02	6.67E-02	1.38E-02	2.25E-02
0.440	0.600	2.67E-01	5.48E-02	9.24E-02	2.52E-02	4.44E-02	5.97E-02	1.48E-02	2.40E-02
0.440	0.700	2.54E-01	5.83E-02	9.77E-02	2.52E-02	4.44E-02	4.87E-02	1.66E-02	2.67E-02
0.440	0.800	2.45E-01	6.19E-02	1.03E-01	2.52E-02	4.44E-02	4.01E-02	1.83E-02	2.91E-02
0.440	1.000	2.35E-01	6.81E-02	1.11E-01	2.52E-02	4.44E-02	2.79E-02	2.14E-02	3.33E-02
0.440	1.200	2.30E-01	7.30E-02	1.17E-01	2.52E-02	4.44E-02	1.97E-02	2.39E-02	3.65E-02
0.440	1.500	2.27E-01	7.85E-02	1.24E-01	2.52E-02	4.44E-02	1.19E-02	2.66E-02	4.00E-02
0.440	1.700	2.26E-01	8.10E-02	1.28E-01	2.52E-02	4.44E-02	8.54E-03	2.79E-02	4.16E-02
0.440	2.000	2.25E-01	8.37E-02	1.31E-01	2.52E-02	4.44E-02	5.24E-03	2.92E-02	4.33E-02
0.440	2.500	2.25E-01	8.61E-02	1.34E-01	2.52E-02	4.44E-02	2.41E-03	3.05E-02	4.48E-02
0.440	3.000	2.25E-01	8.73E-02	1.36E-01	2.52E-02	4.44E-02	1.21E-03	3.11E-02	4.55E-02
0.440	4.000	2.25E-01	8.80E-02	1.36E-01	2.52E-02	4.44E-02	4.73E-04	3.14E-02	4.59E-02
0.440	5.000	2.25E-01	8.82E-02	1.37E-01	2.52E-02	4.44E-02	2.55E-04	3.15E-02	4.61E-02
0.440	6.000	2.25E-01	8.83E-02	1.37E-01	2.52E-02	4.44E-02	1.64E-04	3.16E-02	4.62E-02
0.440	7.000	2.25E-01	8.84E-02	1.37E-01	2.52E-02	4.44E-02	1.16E-04	3.16E-02	4.62E-02
0.440	8.000	2.25E-01	8.84E-02	1.37E-01	2.52E-02	4.44E-02	8.18E-05	3.16E-02	4.62E-02
0.440	9.000	2.26E-01	8.85E-02	1.37E-01	2.52E-02	4.44E-02	6.45E-05	3.16E-02	4.62E-02
0.440	10.000	2.25E-01	8.83E-02	1.37E-01	2.52E-02	4.44E-02	5.17E-05	3.16E-02	4.61E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

*****************************
* Layers:	ALRDL-M1-AA *
*****************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.099	0.061	3.14E-01	1.93E-02	7.93E-04	9.45E-03	3.69E-04	1.41E-01	4.94E-03	2.12E-04
0.099	0.081	2.56E-01	2.11E-02	8.64E-04	9.45E-03	3.69E-04	1.11E-01	5.85E-03	2.47E-04
0.099	0.101	2.20E-01	2.29E-02	9.61E-04	9.45E-03	3.69E-04	9.25E-02	6.72E-03	2.96E-04
0.099	0.121	1.96E-01	2.46E-02	1.03E-03	9.45E-03	3.69E-04	7.96E-02	7.60E-03	3.31E-04
0.099	0.141	1.78E-01	2.64E-02	1.10E-03	9.45E-03	3.69E-04	7.00E-02	8.46E-03	3.65E-04
0.099	0.191	1.49E-01	3.05E-02	1.28E-03	9.45E-03	3.69E-04	5.41E-02	1.05E-02	4.54E-04
0.099	0.241	1.32E-01	3.43E-02	1.44E-03	9.45E-03	3.69E-04	4.42E-02	1.24E-02	5.35E-04
0.099	0.291	1.21E-01	3.80E-02	1.60E-03	9.45E-03	3.69E-04	3.72E-02	1.43E-02	6.16E-04
0.099	0.391	1.09E-01	4.44E-02	1.92E-03	9.45E-03	3.69E-04	2.80E-02	1.75E-02	7.73E-04
0.099	0.491	1.02E-01	5.00E-02	2.18E-03	9.45E-03	3.69E-04	2.20E-02	2.03E-02	9.06E-04
0.099	0.591	9.76E-02	5.47E-02	2.40E-03	9.45E-03	3.69E-04	1.78E-02	2.26E-02	1.02E-03
0.099	0.791	9.35E-02	6.21E-02	2.77E-03	9.45E-03	3.69E-04	1.23E-02	2.63E-02	1.20E-03
0.099	0.991	9.16E-02	6.74E-02	3.07E-03	9.45E-03	3.69E-04	8.93E-03	2.90E-02	1.35E-03
0.099	1.191	9.07E-02	7.12E-02	3.27E-03	9.45E-03	3.69E-04	6.80E-03	3.09E-02	1.45E-03
0.099	1.391	9.02E-02	7.40E-02	3.42E-03	9.45E-03	3.69E-04	5.31E-03	3.23E-02	1.52E-03
0.099	1.591	9.00E-02	7.61E-02	3.52E-03	9.45E-03	3.69E-04	4.23E-03	3.33E-02	1.58E-03
0.099	1.791	8.98E-02	7.77E-02	3.61E-03	9.45E-03	3.69E-04	3.46E-03	3.41E-02	1.62E-03
0.099	1.991	8.97E-02	7.89E-02	3.67E-03	9.45E-03	3.69E-04	2.88E-03	3.47E-02	1.65E-03
0.099	2.491	8.96E-02	8.10E-02	3.78E-03	9.45E-03	3.69E-04	1.94E-03	3.58E-02	1.71E-03
0.099	2.991	8.95E-02	8.21E-02	3.85E-03	9.45E-03	3.69E-04	1.46E-03	3.63E-02	1.74E-03
0.099	3.991	8.95E-02	8.34E-02	3.92E-03	9.45E-03	3.69E-04	9.04E-04	3.70E-02	1.78E-03
0.099	4.991	8.95E-02	8.41E-02	3.95E-03	9.45E-03	3.69E-04	6.42E-04	3.73E-02	1.79E-03
0.099	6.991	8.95E-02	8.46E-02	3.98E-03	9.45E-03	3.69E-04	4.16E-04	3.76E-02	1.81E-03
0.099	9.991	8.95E-02	8.50E-02	4.02E-03	9.45E-03	3.69E-04	2.20E-04	3.78E-02	1.83E-03
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

*****************************
* Layers:	ALRDL-M2-AA *
*****************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.110	0.070	2.86E-01	1.21E-02	1.17E-03	5.01E-03	4.33E-04	1.29E-01	3.56E-03	3.70E-04
0.110	0.090	2.37E-01	1.30E-02	1.26E-03	5.01E-03	4.33E-04	1.05E-01	4.01E-03	4.12E-04
0.110	0.110	2.06E-01	1.39E-02	1.34E-03	5.01E-03	4.33E-04	8.87E-02	4.45E-03	4.54E-04
0.110	0.130	1.84E-01	1.47E-02	1.42E-03	5.01E-03	4.33E-04	7.74E-02	4.87E-03	4.93E-04
0.110	0.150	1.67E-01	1.56E-02	1.47E-03	5.01E-03	4.33E-04	6.90E-02	5.28E-03	5.19E-04
0.110	0.190	1.44E-01	1.72E-02	1.62E-03	5.01E-03	4.33E-04	5.70E-02	6.09E-03	5.96E-04
0.110	0.240	1.26E-01	1.92E-02	1.82E-03	5.01E-03	4.33E-04	4.72E-02	7.07E-03	6.95E-04
0.110	0.290	1.14E-01	2.10E-02	2.02E-03	5.01E-03	4.33E-04	4.05E-02	8.01E-03	7.94E-04
0.110	0.390	9.89E-02	2.45E-02	2.36E-03	5.01E-03	4.33E-04	3.17E-02	9.76E-03	9.64E-04
0.110	0.490	9.02E-02	2.79E-02	2.67E-03	5.01E-03	4.33E-04	2.61E-02	1.14E-02	1.12E-03
0.110	0.590	8.46E-02	3.08E-02	2.99E-03	5.01E-03	4.33E-04	2.21E-02	1.29E-02	1.28E-03
0.110	0.790	7.81E-02	3.60E-02	3.53E-03	5.01E-03	4.33E-04	1.66E-02	1.55E-02	1.55E-03
0.110	0.990	7.47E-02	4.03E-02	3.96E-03	5.01E-03	4.33E-04	1.30E-02	1.76E-02	1.77E-03
0.110	1.190	7.28E-02	4.38E-02	4.33E-03	5.01E-03	4.33E-04	1.05E-02	1.94E-02	1.95E-03
0.110	1.390	7.16E-02	4.66E-02	4.59E-03	5.01E-03	4.33E-04	8.57E-03	2.08E-02	2.08E-03
0.110	1.590	7.08E-02	4.90E-02	4.84E-03	5.01E-03	4.33E-04	7.13E-03	2.20E-02	2.20E-03
0.110	1.790	7.04E-02	5.10E-02	5.10E-03	5.01E-03	4.33E-04	5.99E-03	2.30E-02	2.33E-03
0.110	1.990	7.00E-02	5.26E-02	5.22E-03	5.01E-03	4.33E-04	5.11E-03	2.38E-02	2.39E-03
0.110	2.490	6.96E-02	5.55E-02	5.53E-03	5.01E-03	4.33E-04	3.54E-03	2.53E-02	2.55E-03
0.110	2.990	6.94E-02	5.74E-02	5.79E-03	5.01E-03	4.33E-04	2.62E-03	2.62E-02	2.68E-03
0.110	3.990	6.93E-02	5.96E-02	6.03E-03	5.01E-03	4.33E-04	1.55E-03	2.73E-02	2.80E-03
0.110	4.990	6.93E-02	6.06E-02	6.15E-03	5.01E-03	4.33E-04	1.06E-03	2.78E-02	2.86E-03
0.110	6.990	6.92E-02	6.17E-02	6.27E-03	5.01E-03	4.33E-04	5.64E-04	2.83E-02	2.92E-03
0.110	9.990	6.93E-02	6.23E-02	6.34E-03	5.01E-03	4.33E-04	3.01E-04	2.86E-02	2.95E-03
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

*****************************
* Layers:	ALRDL-M3-AA *
*****************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.110	0.070	2.85E-01	8.84E-03	1.40E-03	3.09E-03	4.58E-04	1.29E-01	2.87E-03	4.69E-04
0.110	0.090	2.37E-01	9.41E-03	1.50E-03	3.09E-03	4.58E-04	1.05E-01	3.16E-03	5.19E-04
0.110	0.110	2.05E-01	9.98E-03	1.57E-03	3.09E-03	4.58E-04	8.94E-02	3.44E-03	5.58E-04
0.110	0.130	1.83E-01	1.05E-02	1.66E-03	3.09E-03	4.58E-04	7.82E-02	3.71E-03	6.00E-04
0.110	0.150	1.66E-01	1.10E-02	1.74E-03	3.09E-03	4.58E-04	6.98E-02	3.97E-03	6.42E-04
0.110	0.190	1.43E-01	1.21E-02	1.92E-03	3.09E-03	4.58E-04	5.80E-02	4.49E-03	7.30E-04
0.110	0.240	1.24E-01	1.33E-02	2.12E-03	3.09E-03	4.58E-04	4.84E-02	5.11E-03	8.29E-04
0.110	0.290	1.12E-01	1.45E-02	2.31E-03	3.09E-03	4.58E-04	4.19E-02	5.71E-03	9.24E-04
0.110	0.390	9.63E-02	1.68E-02	2.65E-03	3.09E-03	4.58E-04	3.34E-02	6.86E-03	1.10E-03
0.110	0.490	8.69E-02	1.90E-02	3.01E-03	3.09E-03	4.58E-04	2.80E-02	7.94E-03	1.28E-03
0.110	0.590	8.07E-02	2.10E-02	3.34E-03	3.09E-03	4.58E-04	2.41E-02	8.97E-03	1.44E-03
0.110	0.790	7.30E-02	2.47E-02	3.94E-03	3.09E-03	4.58E-04	1.89E-02	1.08E-02	1.74E-03
0.110	0.990	6.87E-02	2.80E-02	4.45E-03	3.09E-03	4.58E-04	1.54E-02	1.25E-02	2.00E-03
0.110	1.190	6.61E-02	3.09E-02	4.95E-03	3.09E-03	4.58E-04	1.28E-02	1.39E-02	2.25E-03
0.110	1.390	6.43E-02	3.34E-02	5.35E-03	3.09E-03	4.58E-04	1.08E-02	1.51E-02	2.45E-03
0.110	1.590	6.32E-02	3.55E-02	5.67E-03	3.09E-03	4.58E-04	9.24E-03	1.62E-02	2.61E-03
0.110	1.790	6.24E-02	3.74E-02	5.98E-03	3.09E-03	4.58E-04	7.98E-03	1.72E-02	2.76E-03
0.110	1.990	6.18E-02	3.90E-02	6.24E-03	3.09E-03	4.58E-04	6.97E-03	1.79E-02	2.89E-03
0.110	2.490	6.09E-02	4.21E-02	6.76E-03	3.09E-03	4.58E-04	5.05E-03	1.95E-02	3.15E-03
0.110	2.990	6.05E-02	4.44E-02	7.14E-03	3.09E-03	4.58E-04	3.78E-03	2.06E-02	3.34E-03
0.110	3.990	6.02E-02	4.71E-02	7.65E-03	3.09E-03	4.58E-04	2.33E-03	2.20E-02	3.60E-03
0.110	4.990	6.01E-02	4.87E-02	7.87E-03	3.09E-03	4.58E-04	1.53E-03	2.28E-02	3.71E-03
0.110	6.990	6.01E-02	5.02E-02	8.12E-03	3.09E-03	4.58E-04	7.94E-04	2.35E-02	3.83E-03
0.110	9.990	6.01E-02	5.10E-02	8.26E-03	3.09E-03	4.58E-04	3.88E-04	2.40E-02	3.90E-03
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

*****************************
* Layers:	ALRDL-M4-AA *
*****************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.110	0.070	2.85E-01	7.19E-03	1.73E-03	2.23E-03	4.86E-04	1.30E-01	2.48E-03	6.19E-04
0.110	0.090	2.36E-01	7.77E-03	1.91E-03	2.23E-03	4.86E-04	1.05E-01	2.77E-03	7.10E-04
0.110	0.110	2.05E-01	8.15E-03	1.98E-03	2.23E-03	4.86E-04	8.96E-02	2.96E-03	7.45E-04
0.110	0.130	1.82E-01	8.50E-03	2.03E-03	2.23E-03	4.86E-04	7.82E-02	3.14E-03	7.71E-04
0.110	0.150	1.65E-01	8.89E-03	2.12E-03	2.23E-03	4.86E-04	6.98E-02	3.33E-03	8.17E-04
0.110	0.190	1.42E-01	9.58E-03	2.29E-03	2.23E-03	4.86E-04	5.81E-02	3.67E-03	9.01E-04
0.110	0.240	1.23E-01	1.05E-02	2.51E-03	2.23E-03	4.86E-04	4.85E-02	4.13E-03	1.01E-03
0.110	0.290	1.11E-01	1.14E-02	2.73E-03	2.23E-03	4.86E-04	4.25E-02	4.60E-03	1.12E-03
0.110	0.390	9.48E-02	1.31E-02	3.11E-03	2.23E-03	4.86E-04	3.38E-02	5.44E-03	1.31E-03
0.110	0.490	8.50E-02	1.47E-02	3.48E-03	2.23E-03	4.86E-04	2.85E-02	6.22E-03	1.50E-03
0.110	0.590	7.85E-02	1.62E-02	3.82E-03	2.23E-03	4.86E-04	2.48E-02	6.98E-03	1.67E-03
0.110	0.790	7.05E-02	1.91E-02	4.49E-03	2.23E-03	4.86E-04	1.97E-02	8.41E-03	2.00E-03
0.110	0.990	6.69E-02	2.16E-02	5.10E-03	2.23E-03	4.86E-04	1.69E-02	9.69E-03	2.31E-03
0.110	1.190	6.39E-02	2.41E-02	5.74E-03	2.23E-03	4.86E-04	1.42E-02	1.10E-02	2.63E-03
0.110	1.390	6.18E-02	2.62E-02	6.23E-03	2.23E-03	4.86E-04	1.23E-02	1.20E-02	2.87E-03
0.110	1.590	6.04E-02	2.81E-02	6.67E-03	2.23E-03	4.86E-04	1.07E-02	1.29E-02	3.09E-03
0.110	1.790	5.94E-02	2.97E-02	7.06E-03	2.23E-03	4.86E-04	9.45E-03	1.37E-02	3.29E-03
0.110	1.990	5.82E-02	3.09E-02	7.30E-03	2.23E-03	4.86E-04	8.38E-03	1.43E-02	3.41E-03
0.110	2.490	5.74E-02	3.42E-02	8.15E-03	2.23E-03	4.86E-04	6.32E-03	1.60E-02	3.83E-03
0.110	2.990	5.68E-02	3.64E-02	8.70E-03	2.23E-03	4.86E-04	4.93E-03	1.71E-02	4.11E-03
0.110	3.990	5.63E-02	3.94E-02	9.43E-03	2.23E-03	4.86E-04	3.19E-03	1.86E-02	4.47E-03
0.110	4.990	5.57E-02	4.12E-02	9.74E-03	2.23E-03	4.86E-04	2.10E-03	1.95E-02	4.63E-03
0.110	6.990	5.58E-02	4.31E-02	1.02E-02	2.23E-03	4.86E-04	1.08E-03	2.05E-02	4.87E-03
0.110	9.990	5.59E-02	4.42E-02	1.06E-02	2.23E-03	4.86E-04	5.02E-04	2.10E-02	5.07E-03
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

*****************************
* Layers:	ALRDL-M5-AA *
*****************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.110	0.070	2.85E-01	6.15E-03	1.98E-03	1.74E-03	5.18E-04	1.30E-01	2.20E-03	7.30E-04
0.110	0.090	2.36E-01	6.53E-03	2.10E-03	1.74E-03	5.18E-04	1.06E-01	2.39E-03	7.89E-04
0.110	0.110	2.05E-01	6.88E-03	2.21E-03	1.74E-03	5.18E-04	8.97E-02	2.57E-03	8.46E-04
0.110	0.130	1.82E-01	7.27E-03	2.33E-03	1.74E-03	5.18E-04	7.86E-02	2.76E-03	9.06E-04
0.110	0.150	1.66E-01	7.54E-03	2.42E-03	1.74E-03	5.18E-04	7.02E-02	2.90E-03	9.49E-04
0.110	0.190	1.42E-01	8.15E-03	2.61E-03	1.74E-03	5.18E-04	5.85E-02	3.20E-03	1.05E-03
0.110	0.240	1.24E-01	8.92E-03	2.84E-03	1.74E-03	5.18E-04	4.91E-02	3.59E-03	1.16E-03
0.110	0.290	1.11E-01	9.61E-03	3.07E-03	1.74E-03	5.18E-04	4.26E-02	3.94E-03	1.28E-03
0.110	0.390	9.53E-02	1.10E-02	3.53E-03	1.74E-03	5.18E-04	3.44E-02	4.62E-03	1.50E-03
0.110	0.490	8.54E-02	1.22E-02	3.87E-03	1.74E-03	5.18E-04	2.92E-02	5.21E-03	1.67E-03
0.110	0.590	7.88E-02	1.34E-02	4.25E-03	1.74E-03	5.18E-04	2.56E-02	5.81E-03	1.87E-03
0.110	0.790	7.04E-02	1.56E-02	4.97E-03	1.74E-03	5.18E-04	2.07E-02	6.95E-03	2.22E-03
0.110	0.990	6.54E-02	1.77E-02	5.60E-03	1.74E-03	5.18E-04	1.74E-02	7.97E-03	2.54E-03
0.110	1.190	6.23E-02	1.97E-02	6.21E-03	1.74E-03	5.18E-04	1.51E-02	8.97E-03	2.85E-03
0.110	1.390	6.00E-02	2.14E-02	6.75E-03	1.74E-03	5.18E-04	1.32E-02	9.82E-03	3.11E-03
0.110	1.590	5.83E-02	2.29E-02	7.24E-03	1.74E-03	5.18E-04	1.16E-02	1.06E-02	3.36E-03
0.110	1.790	5.71E-02	2.44E-02	7.70E-03	1.74E-03	5.18E-04	1.04E-02	1.13E-02	3.59E-03
0.110	1.990	5.62E-02	2.57E-02	8.13E-03	1.74E-03	5.18E-04	9.29E-03	1.20E-02	3.81E-03
0.110	2.490	5.47E-02	2.85E-02	8.99E-03	1.74E-03	5.18E-04	7.21E-03	1.34E-02	4.24E-03
0.110	2.990	5.39E-02	3.07E-02	9.71E-03	1.74E-03	5.18E-04	5.71E-03	1.45E-02	4.60E-03
0.110	3.990	5.32E-02	3.38E-02	1.07E-02	1.74E-03	5.18E-04	3.76E-03	1.60E-02	5.08E-03
0.110	4.990	5.28E-02	3.57E-02	1.13E-02	1.74E-03	5.18E-04	2.60E-03	1.70E-02	5.38E-03
0.110	6.990	5.27E-02	3.77E-02	1.20E-02	1.74E-03	5.18E-04	1.36E-03	1.80E-02	5.75E-03
0.110	9.990	5.27E-02	3.90E-02	1.24E-02	1.74E-03	5.18E-04	5.78E-04	1.86E-02	5.93E-03
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

*****************************
* Layers:	ALRDL-M6-AA *
*****************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.110	0.070	2.85E-01	5.56E-03	2.22E-03	1.43E-03	5.55E-04	1.30E-01	2.07E-03	8.35E-04
0.110	0.090	2.37E-01	5.89E-03	2.34E-03	1.43E-03	5.55E-04	1.06E-01	2.23E-03	8.95E-04
0.110	0.110	2.05E-01	6.17E-03	2.47E-03	1.43E-03	5.55E-04	9.01E-02	2.37E-03	9.57E-04
0.110	0.130	1.84E-01	6.40E-03	2.56E-03	1.43E-03	5.55E-04	7.93E-02	2.49E-03	1.00E-03
